ULa,219.60000000,EUR
MCp,153.30000000,EUR
AIp,111.90000000,EUR
AIp,111.90000000,EUR
AIp,111.90000000,EUR
AIp,111.90000000,EUR
TECp,49.72500000,EUR
TECp,49.74000000,EUR
TECp,49.74000000,EUR
TECp,49.77500000,EUR
TECp,49.74500000,EUR
TECp,49.75000000,EUR
SGOp,39.57500000,EUR
MCp,153.25000000,EUR
MCp,153.25000000,EUR
FPp,42.63500000,EUR
SANp,87.01000000,EUR
TECp,49.74000000,EUR
TECp,49.74000000,EUR
TECp,49.74000000,EUR
TECp,49.74000000,EUR
TECp,49.74000000,EUR
SANp,87.03000000,EUR
SANp,87.03000000,EUR
SGOp,39.58500000,EUR
TECp,49.74000000,EUR
TECp,49.69500000,EUR
GSZp,16.36500000,EUR
SANp,87.03000000,EUR
SANp,87.03000000,EUR
SANp,87.03000000,EUR
SANp,87.03000000,EUR
ORp,155.65000000,EUR
ULa,219.80000000,EUR
TECp,49.64000000,EUR
TECp,49.63500000,EUR
TECp,49.63500000,EUR
MCp,153.25000000,EUR
MCp,153.25000000,EUR
KERp,158.50000000,EUR
TECp,49.67000000,EUR
SANp,87.01000000,EUR
ORp,155.55000000,EUR
DGp,52.00000000,EUR
UGp,18.48500000,EUR
BNp,58.02000000,EUR
BNp,58.02000000,EUR
TECp,49.68500000,EUR
TECp,49.65000000,EUR
TECp,49.64500000,EUR
TECp,49.63500000,EUR
TECp,49.63000000,EUR
EIp,104.95000000,EUR
TECp,49.65000000,EUR
TECp,49.64000000,EUR
TECp,49.64000000,EUR
TECp,49.63500000,EUR
ACAp,12.93500000,EUR
ACAp,12.93500000,EUR
TECp,49.69000000,EUR
TECp,49.69500000,EUR
MCp,153.20000000,EUR
SANp,87.03000000,EUR
ORAp,13.65000000,EUR
TECp,49.79000000,EUR
SANp,87.01000000,EUR
SANp,87.01000000,EUR
ALUp,3.22200000,EUR
VIVp,22.24500000,EUR
TECp,49.78500000,EUR
SANp,87.02500000,EUR
SANp,87.03000000,EUR
UGp,18.49000000,EUR
UGp,18.49000000,EUR
SGOp,39.57500000,EUR
EIp,104.95000000,EUR
RNOp,93.18000000,EUR
RNOp,93.20000000,EUR
RNOp,93.18000000,EUR
RNOp,93.18000000,EUR
RNOp,93.20000000,EUR
SUp,60.33000000,EUR
VIVp,22.24500000,EUR
VIVp,22.24500000,EUR
VIVp,22.24500000,EUR
VIVp,22.24500000,EUR
PUBp,65.73000000,EUR
RNOp,93.21000000,EUR
VIVp,22.25000000,EUR
SANp,87.11000000,EUR
RNOp,93.21000000,EUR
KERp,158.40000000,EUR
KERp,158.40000000,EUR
KERp,158.40000000,EUR
KERp,158.40000000,EUR
SANp,87.15000000,EUR
SANp,87.15000000,EUR
TECp,49.81500000,EUR
ORp,155.75000000,EUR
UGp,18.50500000,EUR
AIp,111.95000000,EUR
TECp,49.80500000,EUR
UGp,18.50500000,EUR
CAPp,80.56000000,EUR
BNPp,51.99000000,EUR
PUBp,65.74000000,EUR
BNPp,51.97000000,EUR
PUBp,65.75000000,EUR
PUBp,65.75000000,EUR
PUBp,65.74000000,EUR
PUBp,65.74000000,EUR
FPp,42.66000000,EUR
DGp,52.03000000,EUR
DGp,52.02000000,EUR
TECp,49.81000000,EUR
ACAp,12.94500000,EUR
ACAp,12.95000000,EUR
ACAp,12.95000000,EUR
TECp,49.81500000,EUR
ULa,219.95000000,EUR
VIVp,22.27000000,EUR
VIVp,22.27000000,EUR
TECp,49.80500000,EUR
DGp,52.02000000,EUR
PUBp,65.80000000,EUR
PUBp,65.79000000,EUR
PUBp,65.79000000,EUR
RNOp,93.29000000,EUR
RNOp,93.23000000,EUR
VIEp,18.14000000,EUR
RNOp,93.21500000,EUR
TECp,49.82500000,EUR
TECp,49.83000000,EUR
PUBp,65.83000000,EUR
PUBp,65.83000000,EUR
PUBp,65.83000000,EUR
PUBp,65.79000000,EUR
PUBp,65.79000000,EUR
RNOp,93.27000000,EUR
RNOp,93.29000000,EUR
RNOp,93.30000000,EUR
RNOp,93.30000000,EUR
RNOp,93.30000000,EUR
RNOp,93.30000000,EUR
RNOp,93.27000000,EUR
RNOp,93.30000000,EUR
