VIEp,18.15000000,EUR
TECp,49.80000000,EUR
TECp,49.79500000,EUR
TECp,49.79500000,EUR
TECp,49.79500000,EUR
SUp,60.39000000,EUR
DGp,52.01000000,EUR
DGp,52.00000000,EUR
SANp,87.21000000,EUR
RNOp,93.30000000,EUR
RNOp,93.30000000,EUR
SUp,60.36000000,EUR
SUp,60.36000000,EUR
RNOp,93.30000000,EUR
RNOp,93.30000000,EUR
BNPp,52.00000000,EUR
SUp,60.36000000,EUR
SUp,60.36000000,EUR
TECp,49.80000000,EUR
TECp,49.80000000,EUR
TECp,49.79500000,EUR
TECp,49.79500000,EUR
SAFp,60.44000000,EUR
SAFp,60.43000000,EUR
SAFp,60.45000000,EUR
CSp,21.77000000,EUR
UGp,18.51000000,EUR
UGp,18.51000000,EUR
SAFp,60.42000000,EUR
SAFp,60.42000000,EUR
SAFp,60.41000000,EUR
EDFp,19.69250000,EUR
ENp,31.99500000,EUR
MTa,8.33800000,EUR
TECp,49.78500000,EUR
TECp,49.76500000,EUR
TECp,49.75500000,EUR
TECp,49.75000000,EUR
TECp,49.75000000,EUR
TECp,49.78000000,EUR
FPp,42.65000000,EUR
FPp,42.65000000,EUR
ACp,44.51500000,EUR
ACp,44.51500000,EUR
ACp,44.51500000,EUR
SUp,60.38000000,EUR
SUp,60.38000000,EUR
KERp,158.55000000,EUR
SUp,60.38000000,EUR
SGOp,39.64500000,EUR
SANp,87.30000000,EUR
TECp,49.74500000,EUR
TECp,49.78500000,EUR
ACAp,12.96000000,EUR
RNOp,93.31000000,EUR
RIp,103.20000000,EUR
RIp,103.20000000,EUR
FPp,42.69500000,EUR
TECp,49.79000000,EUR
TECp,49.79000000,EUR
AIp,112.00000000,EUR
TECp,49.81500000,EUR
TECp,49.84000000,EUR
TECp,49.85500000,EUR
TECp,49.83000000,EUR
TECp,49.83500000,EUR
TECp,49.83500000,EUR
TECp,49.83000000,EUR
TECp,49.83000000,EUR
TECp,49.82500000,EUR
TECp,49.86500000,EUR
TECp,49.86500000,EUR
TECp,49.87000000,EUR
TECp,49.83500000,EUR
TECp,49.83000000,EUR
TECp,49.82500000,EUR
TECp,49.82500000,EUR
TECp,49.82500000,EUR
TECp,49.89000000,EUR
TECp,49.89500000,EUR
TECp,49.89500000,EUR
TECp,49.90000000,EUR
TECp,49.84000000,EUR
TECp,49.83500000,EUR
TECp,49.89500000,EUR
TECp,49.89500000,EUR
TECp,49.90000000,EUR
TECp,49.90000000,EUR
TECp,49.90000000,EUR
TECp,49.90000000,EUR
AIp,112.05000000,EUR
TECp,49.85000000,EUR
RNOp,93.33000000,EUR
ACp,44.52000000,EUR
ALUp,3.23200000,EUR
ALUp,3.23200000,EUR
ALUp,3.23300000,EUR
RNOp,93.33500000,EUR
RNOp,93.40000000,EUR
AIp,112.10000000,EUR
SUp,60.44000000,EUR
ALUp,3.23000000,EUR
ALUp,3.23200000,EUR
ALUp,3.23300000,EUR
ALUp,3.23300000,EUR
ALUp,3.23100000,EUR
VIVp,22.28500000,EUR
VIVp,22.28500000,EUR
VIVp,22.28500000,EUR
LRp,49.41000000,EUR
BNp,58.15000000,EUR
BNp,58.15000000,EUR
BNp,58.17000000,EUR
UGp,18.52000000,EUR
RNOp,93.35500000,EUR
RNOp,93.35500000,EUR
BNp,58.19000000,EUR
RNOp,93.35500000,EUR
GLEp,40.36750000,EUR
GLEp,40.38000000,EUR
GLEp,40.38000000,EUR
GLEp,40.38000000,EUR
GLEp,40.38000000,EUR
MLp,92.84000000,EUR
SOLBb,121.35000000,EUR
MLp,92.85000000,EUR
RIp,103.35000000,EUR
RIp,103.35000000,EUR
CSp,21.81000000,EUR
SUp,60.44000000,EUR
ENp,32.03000000,EUR
SUp,60.44000000,EUR
SUp,60.44000000,EUR
RIp,103.30000000,EUR
ULa,220.15000000,EUR
GLEp,40.38000000,EUR
GLEp,40.37750000,EUR
GLEp,40.38000000,EUR
RNOp,93.37000000,EUR
UGp,18.54000000,EUR
GLEp,40.38000000,EUR
SANp,87.42000000,EUR
UGp,18.54500000,EUR
UGp,18.52500000,EUR
GLEp,40.39500000,EUR
SAFp,60.47000000,EUR
ORp,156.35000000,EUR
ORp,156.35000000,EUR
BNp,58.21000000,EUR
BNp,58.21000000,EUR
BNp,58.21000000,EUR
BNp,58.22000000,EUR
BNp,58.22000000,EUR
BNp,58.22000000,EUR
BNp,58.20000000,EUR
FPp,42.74000000,EUR
FPp,42.74000000,EUR
FPp,42.74500000,EUR
FPp,42.74500000,EUR
FPp,42.75000000,EUR
FPp,42.75000000,EUR
RIp,103.30000000,EUR
VIVp,22.31000000,EUR
VIVp,22.31000000,EUR
ACp,44.61000000,EUR
ULa,220.30000000,EUR
ACp,44.62500000,EUR
GLEp,40.42500000,EUR
CSp,21.83000000,EUR
BNPp,52.10000000,EUR
BNPp,52.10000000,EUR
RNOp,93.36000000,EUR
GLEp,40.42000000,EUR
GLEp,40.42500000,EUR
GLEp,40.41500000,EUR
VIVp,22.29500000,EUR
VIVp,22.29500000,EUR
VIVp,22.29500000,EUR
VIVp,22.30500000,EUR
SGOp,39.67000000,EUR
SANp,87.40000000,EUR
SUp,60.40000000,EUR
SUp,60.41000000,EUR
MCp,153.90000000,EUR
SANp,87.39000000,EUR
SANp,87.40000000,EUR
SANp,87.40000000,EUR
SANp,87.40000000,EUR
SANp,87.40000000,EUR
SANp,87.40000000,EUR
MCp,153.90000000,EUR
SANp,87.38000000,EUR
UGp,18.54500000,EUR
SUp,60.42000000,EUR
SUp,60.42000000,EUR
CAPp,80.89000000,EUR
ORAp,13.70000000,EUR
ORAp,13.69500000,EUR
ORAp,13.69500000,EUR
ORAp,13.69500000,EUR
MTa,8.33500000,EUR
MTa,8.33500000,EUR
MTa,8.33900000,EUR
ALUp,3.23400000,EUR
ALUp,3.23200000,EUR
DGp,52.12000000,EUR
ALUp,3.23300000,EUR
GLEp,40.42000000,EUR
GLEp,40.43000000,EUR
GLEp,40.43000000,EUR
